"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.38","48.57","TIMMINS A","6078286","2022-01-01","2022","01","01","","-14.2","","-29.6","","-21.9","","39.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-02","2022","01","02","","-18.7","","-35.0","","-26.9","","44.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-03","2022","01","03","","-8.5","","-30.6","","-19.6","","37.6","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-04","2022","01","04","","-7.8","","-17.4","","-12.6","","30.6","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-05","2022","01","05","","-15.9","","-23.5","","-19.7","","37.7","","0.0","","","M","","M","","M","","","36","","51",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-06","2022","01","06","","-18.6","","-25.7","","-22.2","","40.2","","0.0","","","M","","M","","M","","","36","","34",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-07","2022","01","07","","-18.5","","-31.5","","-25.0","","43.0","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-08","2022","01","08","","-4.0","","-30.2","","-17.1","","35.1","","0.0","","","M","","M","","M","","","17","","55",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-09","2022","01","09","","-3.9","","-22.3","","-13.1","","31.1","","0.0","","2.9","","0.0","","2.9","","","","30","","62",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-10","2022","01","10","","-22.2","","-36.0","","-29.1","","47.1","","0.0","","","M","","M","","M","","","31","","37",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-11","2022","01","11","","-12.5","","-37.2","","-24.9","","42.9","","0.0","","","M","","M","","M","","","18","","49",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-12","2022","01","12","","-9.9","","-31.2","","-20.6","","38.6","","0.0","","1.3","","0.0","","1.3","","","","35","","47",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-13","2022","01","13","","-12.6","","-32.6","","-22.6","","40.6","","0.0","","0.6","","0.0","","0.6","","","","33","","42",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-14","2022","01","14","","-24.9","","-38.1","","-31.5","","49.5","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-15","2022","01","15","","-20.3","","-41.5","","-30.9","","48.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-16","2022","01","16","","-8.3","","-20.3","","-14.3","","32.3","","0.0","","","M","","M","","M","","","20","","43",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-17","2022","01","17","","-9.5","","-22.8","","-16.2","","34.2","","0.0","","","M","","M","","M","","","33","","43",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-18","2022","01","18","","","M","","M","","M","","M","","M","","M","","M","","M","","","12","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-19","2022","01","19","","-15.0","","-28.6","","-21.8","","39.8","","0.0","","","M","","M","","M","","","32","","53",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-20","2022","01","20","","-22.1","","-32.1","","-27.1","","45.1","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-21","2022","01","21","","-9.5","","-31.6","","-20.6","","38.6","","0.0","","0.0","","0.0","","0.0","","","","21","","55",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-22","2022","01","22","","-6.5","","-23.9","","-15.2","","33.2","","0.0","","","M","","M","","M","","","19","","64",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-23","2022","01","23","","-19.1","","-31.9","","-25.5","","43.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-24","2022","01","24","","-16.6","","-30.6","","-23.6","","41.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-25","2022","01","25","","-22.3","","-38.1","","-30.2","","48.2","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-26","2022","01","26","","-10.7","","-41.0","","-25.9","","43.9","","0.0","","","M","","M","","M","","","19","","64",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-27","2022","01","27","","-7.7","","-30.4","","-19.1","","37.1","","0.0","","0.6","","1.0","","1.6","","","","33","","53",""
"-81.38","48.57","TIMMINS A","6078286","2022-01-28","2022","01","28","","-15.8","","-36.4","","-26.1","","44.1","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-29","2022","01","29","","-7.6","","-21.3","","-14.5","","32.5","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-30","2022","01","30","","-13.8","","-29.6","","-21.7","","39.7","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-01-31","2022","01","31","","-8.7","","-30.2","","-19.5","","37.5","","0.0","","","M","","M","","M","","","16","","31",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-01","2022","02","01","","1.9","","-8.7","","-3.4","","21.4","","0.0","","","M","","M","","M","","","17","","58",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-02","2022","02","02","","-0.2","","-23.2","","-11.7","","29.7","","0.0","","","M","","M","","M","","","24","","55",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-03","2022","02","03","","-18.7","","-34.7","","-26.7","","44.7","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-04","2022","02","04","","-17.9","","-36.3","","-27.1","","45.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-05","2022","02","05","","-12.6","","-37.6","","-25.1","","43.1","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-06","2022","02","06","","-6.0","","-13.9","","-10.0","","28.0","","0.0","","","M","","M","2.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-07","2022","02","07","","-8.8","","-18.5","","-13.7","","31.7","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-08","2022","02","08","","-4.7","","-15.8","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-09","2022","02","09","","-2.5","","-6.9","","-4.7","","22.7","","0.0","","4.2","","0.0","","4.2","","","","18","","32",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-10","2022","02","10","","-3.1","","-17.4","","-10.3","","28.3","","0.0","","0.4","","0.0","","0.4","","","","31","","39",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-11","2022","02","11","","-5.2","","-24.4","","-14.8","","32.8","","0.0","","2.3","","2.6","","4.9","","","","34","","56",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-12","2022","02","12","","-21.4","","-35.2","","-28.3","","46.3","","0.0","","0.0","T","0.0","","0.0","T","","","33","","45",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-13","2022","02","13","","-17.0","","-39.6","","-28.3","","46.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-14","2022","02","14","","-12.8","","-34.4","","-23.6","","41.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-15","2022","02","15","","-12.3","","-33.2","","-22.8","","40.8","","0.0","","0.0","T","0.0","","0.0","T","","","15","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-16","2022","02","16","","-0.7","","-12.6","","-6.7","","24.7","","0.0","","4.2","","0.0","","4.2","","","","15","","41",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-17","2022","02","17","","-7.0","","-25.2","","-16.1","","34.1","","0.0","","0.0","","0.0","","0.0","","","","36","","36",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-18","2022","02","18","","-16.8","","-36.6","","-26.7","","44.7","","0.0","","0.7","","0.0","","0.7","","","","10","","34",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-19","2022","02","19","","-15.2","","-21.3","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","T","","","33","","52",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-20","2022","02","20","","-4.2","","-19.4","","-11.8","","29.8","","0.0","","","M","","M","","M","","","32","","64",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-21","2022","02","21","","-19.4","","-29.8","","-24.6","","42.6","","0.0","","","M","","M","","M","","","33","","33",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-22","2022","02","22","","-15.4","","-21.2","","-18.3","","36.3","","0.0","","1.8","","0.0","","1.8","","","","5","","43",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-23","2022","02","23","","-14.3","","-33.3","","-23.8","","41.8","","0.0","","1.1","","0.0","","1.1","","","","32","","48",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-24","2022","02","24","","-10.8","","-36.4","","-23.6","","41.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-25","2022","02","25","","-8.7","","-36.0","","-22.4","","40.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-02-26","2022","02","26","","-4.9","","-20.9","","-12.9","","30.9","","0.0","","0.3","","2.0","","0.5","","","","21","","58",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-27","2022","02","27","","-10.0","","-30.8","","-20.4","","38.4","","0.0","","0.0","","0.0","","0.0","","","","34","","52",""
"-81.38","48.57","TIMMINS A","6078286","2022-02-28","2022","02","28","","-9.1","","-35.4","","-22.3","","40.3","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-01","2022","03","01","","-5.9","","-14.6","","-10.3","","28.3","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-02","2022","03","02","","-7.9","","-26.4","","-17.2","","35.2","","0.0","","","M","","M","","M","","","31","","41",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-03","2022","03","03","","-10.2","","-33.9","","-22.1","","40.1","","0.0","","0.0","","0.0","","0.0","","","","28","","34",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-04","2022","03","04","","-5.4","","-23.9","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","","","28","","36",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-05","2022","03","05","","-2.6","","-24.1","","-13.4","","31.4","","0.0","","3.7","","0.0","","3.7","","","","9","","32",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-06","2022","03","06","","-2.4","","-7.7","","-5.1","","23.1","","0.0","","11.9","","0.0","","11.9","","","","33","","39",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-07","2022","03","07","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","30","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-08","2022","03","08","","0.4","","-16.0","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","","","24","","42",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-09","2022","03","09","","-1.1","","-11.1","","-6.1","","24.1","","0.0","","","M","","M","","M","","","27","","39",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-10","2022","03","10","","-7.6","","-15.9","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","","","21","","37",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-11","2022","03","11","","-4.9","","-22.0","","-13.5","","31.5","","0.0","","","M","","M","","M","","","17","","41",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-12","2022","03","12","","-10.2","","-25.9","","-18.1","","36.1","","0.0","","","M","","M","","M","","","30","","51",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-13","2022","03","13","","-6.0","","-18.4","","-12.2","","30.2","","0.0","","1.2","","0.0","","1.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-14","2022","03","14","","-2.2","","-19.5","","-10.9","","28.9","","0.0","","","M","","M","","M","","","27","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-15","2022","03","15","","0.1","","-23.8","","-11.9","","29.9","","0.0","","","M","","M","","M","","","18","","36",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-16","2022","03","16","","3.4","","-10.9","","-3.8","","21.8","","0.0","","","M","","M","","M","","","17","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-17","2022","03","17","","6.7","","-1.7","","2.5","","15.5","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-18","2022","03","18","","4.3","","-4.8","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-19","2022","03","19","","3.6","","-2.0","","0.8","","17.2","","0.0","","7.8","","0.0","","7.8","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-20","2022","03","20","","7.8","","-3.9","","2.0","","16.0","","0.0","","0.4","","0.0","","0.4","","","","31","","48",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-21","2022","03","21","","1.0","","-10.8","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","","","30","","44",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-22","2022","03","22","","2.9","","-16.3","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-23","2022","03","23","","2.1","","-4.7","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","","","9","","43",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-24","2022","03","24","","1.6","","-1.8","","-0.1","","18.1","","0.0","","2.8","","0.0","","2.8","","","","11","","41",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-25","2022","03","25","","1.3","","-1.7","","-0.2","","18.2","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-03-26","2022","03","26","","-1.6","","-16.7","","-9.2","","27.2","","0.0","","0.7","","0.6","","1.3","","","","32","","56",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-27","2022","03","27","","-11.9","","-19.1","","-15.5","","33.5","","0.0","","","M","","M","","M","","","31","","53",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-28","2022","03","28","","-6.5","","-22.0","","-14.3","","32.3","","0.0","","","M","","M","","M","","","31","","44",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-29","2022","03","29","","1.1","","-21.4","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-30","2022","03","30","","0.1","","-9.2","","-4.6","","22.6","","0.0","","5.1","","0.0","","5.1","","","","16","","51",""
"-81.38","48.57","TIMMINS A","6078286","2022-03-31","2022","03","31","","-1.6","","-6.1","","-3.9","","21.9","","0.0","","","M","","M","","M","","","34","","55",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-01","2022","04","01","","-0.8","","-12.1","","-6.5","","24.5","","0.0","","","M","","M","","M","","","31","","42",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-02","2022","04","02","","4.3","","-12.3","","-4.0","","22.0","","0.0","","1.4","","0.0","","1.4","","","","18","","37",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-03","2022","04","03","","5.2","","-2.4","","1.4","","16.6","","0.0","","0.7","","0.0","T","0.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-04","2022","04","04","","6.4","","-5.6","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-05","2022","04","05","","8.8","","-1.7","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","","","9","","34",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-06","2022","04","06","","9.6","","-1.3","","4.2","","13.8","","0.0","","6.6","","0.0","","6.6","","","","9","","56",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-07","2022","04","07","","4.9","","0.4","","2.7","","15.3","","0.0","","9.1","","0.0","","9.1","","","","7","","42",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-08","2022","04","08","","2.7","","-3.8","","-0.6","","18.6","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-09","2022","04","09","","-1.0","","-4.5","","-2.8","","20.8","","0.0","","0.9","","0.5","","1.4","","","","31","","35",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-10","2022","04","10","","7.7","","-3.1","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-11","2022","04","11","","9.9","","-1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","17","","66",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-12","2022","04","12","","11.3","","-0.9","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","27","","62",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-13","2022","04","13","","2.9","","-3.5","","-0.3","","18.3","","0.0","","2.4","","0.0","","2.4","","","","6","","36",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-14","2022","04","14","","7.2","","-0.9","","3.2","","14.8","","0.0","","11.1","","0.0","","11.1","","","","24","","58",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-15","2022","04","15","","3.2","","-2.8","","0.2","","17.8","","0.0","","0.6","","0.0","","0.6","","","","27","","46",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-16","2022","04","16","","-0.2","","-5.4","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","","27","","40",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-17","2022","04","17","","3.1","","-5.6","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","","","32","","36",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-18","2022","04","18","","","M","","M","","M","","M","","M","0.3","","0.0","","0.3","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-19","2022","04","19","","3.6","","-3.8","","-0.1","","18.1","","0.0","","0.8","","0.0","","0.8","","","","34","","61",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-20","2022","04","20","","6.6","","-7.6","","-0.5","","18.5","","0.0","","","M","","M","","M","","","16","","50",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-21","2022","04","21","","5.0","","-0.3","","2.4","","15.6","","0.0","","6.3","","0.0","","6.3","","","","16","","48",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-22","2022","04","22","","7.1","","-3.3","","1.9","","16.1","","0.0","","0.5","","0.0","","0.5","","","","33","","44",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-23","2022","04","23","","7.3","","-0.2","","3.6","","14.4","","0.0","","","M","","M","","M","","","10","","39",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-24","2022","04","24","","14.8","","4.1","","9.5","","8.5","","0.0","","4.9","","0.0","","4.9","","","","16","","46",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-25","2022","04","25","","11.2","","-2.1","","4.6","","13.4","","0.0","","0.7","","0.0","T","0.7","","","","32","","33",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-26","2022","04","26","","-2.1","","-9.2","","-5.7","","23.7","","0.0","","1.5","","2.0","","1.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-27","2022","04","27","","","M","","M","","M","","M","","M","","M","","","","M","","","","","",""
"-81.38","48.57","TIMMINS A","6078286","2022-04-28","2022","04","28","","10.4","","-11.2","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2022-04-29","2022","04","29","","13.8","","-7.4","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
